taxa,20230322_PROUMED_BC33,20230322_PROUMED_BC61,20230322_PROUMED_BC32,20230322_PROUMED_BC65,20230322_PROUMED_BC46,20230322_PROUMED_BC66,20230322_PROUMED_BC31,20230322_PROUMED_BC44,20230322_PROUMED_BC34,20230322_PROUMED_BC39,20230322_PROUMED_BC47,20230322_PROUMED_BC67,20230322_PROUMED_BC69,20230322_PROUMED_BC62,20230322_PROUMED_BC60,20230322_PROUMED_BC54,20230322_PROUMED_BC68,20230322_PROUMED_BC40,20230322_PROUMED_BC37,20230322_PROUMED_BC58,20230322_PROUMED_BC53,20230322_PROUMED_BC42,20230322_PROUMED_BC38,20230322_PROUMED_BC48,20230322_PROUMED_BC56,20230322_PROUMED_BC59,20230322_PROUMED_BC49,20230322_PROUMED_BC52,20230322_PROUMED_BC43,20230322_PROUMED_BC41,20230322_PROUMED_BC64,20230322_PROUMED_BC51,20230322_PROUMED_BC63,20230322_PROUMED_BC28,20230322_PROUMED_BC50,20230410_PROUMED_BC72,20230410_PROUMED_BC73,20230424_ST_BC44,20230424_ST_BC45,20230328_PROUMED_BC31,20230328_PROUMED_BC24,20230328_PROUMED_BC25,20230328_PROUMED_BC23,20230328_PROUMED_BC30,20230328_PROUMED_BC29,20230328_PROUMED_BC26,20230328_PROUMED_BC27,20230328_PROUMED_BC22,20230328_PROUMED_BC21,20230328_PROUMED_BC28,20230322_ST_BC16,20230322_ST_BC15,20230322_ST_BC14,20230322_ST_BC01,20230322_ST_BC24,20230322_ST_BC25,20230322_ST_BC05,20230322_ST_BC08,20230322_ST_BC11,20230322_ST_BC04,20230322_ST_BC19,20230322_ST_BC02,20230322_ST_BC17,20230322_ST_BC09,20230322_ST_BC18,20230322_ST_BC06,20230322_ST_BC03,20230322_ST_BC12,20230322_ST_BC26,20230322_ST_BC07,20230322_ST_BC20,20230322_ST_BC10,20230322_ST_BC21,20230315_ST_BC43,20230227_PROUMED_BC10,20230227_PROUMED_BC12,20230227_PROUMED_BC11,20230227_PROUMED_BC14,20230227_PROUMED_BC13,20230307_ST_BC72,20230307_ST_BC68,20230307_ST_BC77,20230307_ST_BC73,20230307_ST_BC85,20230307_ST_BC74,20230307_ST_BC60,20230307_ST_BC62,20230307_ST_BC70,20230307_ST_BC75,20230307_ST_BC56,20230307_ST_BC57,20230307_ST_BC82,20230307_ST_BC55,20230307_ST_BC76,20230307_ST_BC78,20230307_ST_BC58,20230307_ST_BC65,20230307_ST_BC80,20230307_ST_BC81,20230307_ST_BC86,20230307_ST_BC79,20230307_ST_BC61,20230307_ST_BC67,20230307_ST_BC59,20230307_ST_BC66,20230307_ST_BC71,20230307_ST_BC83,20230307_ST_BC64,20230307_ST_BC63,20230307_ST_BC69,20230131_ST_BC49,20230131_ST_BC60,20230131_ST_BC50,20230131_ST_BC56,20230131_ST_BC57,20230131_ST_BC46,20230131_ST_BC55,20230131_ST_BC52,20230131_ST_BC53,20230131_ST_BC44,20230131_ST_BC58,20230131_ST_BC42,20230131_ST_BC43,20230131_ST_BC47,20230131_ST_BC51,20230131_ST_BC59,20230131_ST_BC54,20230131_ST_BC48,20230131_ST_BC45,20230201_PROUMED_BC34,20230201_PROUMED_BC32,20230201_PROUMED_BC11,20230201_PROUMED_BC40,20230201_PROUMED_BC04,20230201_PROUMED_BC29,20230201_PROUMED_BC47,20230201_PROUMED_BC33,20230201_PROUMED_BC48,20230201_PROUMED_BC45,20230201_PROUMED_BC09,20230215_PROUMED_BC26,20230215_PROUMED_BC15,20230215_PROUMED_BC28,20230215_PROUMED_BC40,20230215_PROUMED_BC39,20230215_PROUMED_BC35,20230215_PROUMED_BC13,20230131_NURI_BC26,20230131_NURI_BC18,20230131_NURI_BC25,20230131_NURI_BC05,20230131_NURI_BC36,20230131_NURI_BC20,20230131_NURI_BC02,20230131_NURI_BC16,20230131_NURI_BC03,20230131_NURI_BC10,20230131_NURI_BC32,20230131_NURI_BC12,20230131_NURI_BC21,20230131_NURI_BC07,20230131_NURI_BC38,20230131_NURI_BC24,20230131_NURI_BC39,20230131_NURI_BC23,20230131_NURI_BC35,20230131_NURI_BC01,20230131_NURI_BC27,20230131_NURI_BC29,20230131_NURI_BC19,20230131_NURI_BC22,20230131_NURI_BC30,20230131_NURI_BC08,20230131_NURI_BC14,20230131_NURI_BC13
s__Bacteroides_finegoldii,0.0000777,0,0,0,0,0.002855343,0.000424547,0.0000819,0,0.001214654,0.003027145,0,0,0.006346199,0,0,0,0,0.000374151,0,0,0,0.001521822,0,0.0000328,0,0,0,0.0000941,0,0,0,0.001702852,0.000221844,0,0,0.002008368,0,0,0.00500633,0.006258801,0,0.015063205,0,0.003575596,0.008486954,0.006185142,0.0000453,0,0.001979911,0,0.000929724,0.000788309,0,0,0.002091425,0.003460407,0.0000535,0,0.001440436,0,0.0000371,0.003767082,0,0.0000463,0.003998085,0,0.002880369,0.004581366,0.000315657,0,0,0,0.007601845,0,0,0.000254829,0.00309648,0.004061683,0,0,0.002408832,0,0,0,0.003953871,0.001263528,0,0,0,0,0,0.004400362,0,0.007189368,0,0,0,0,0,0,0.006908188,0.020977385,0.001949709,0.001205862,0,0,0,2.37648E-05,0.005572525,0,0,0.000710181,0,0,5.28905E-05,0,0,0,0,0,5.53925E-05,0.007907584,0,0.000668648,0,0.000927118,0,0.001055409,0.000612209,0.003641192,4.19103E-05,0.005828804,1.41822E-05,1.975E-05,0.000857086,0.000345099,0.00064492,0.011663468,0.000249766,0,0.000476046,0.003875736,0.000286623,0,3.11313E-05,0,0.002514805,0,0.000586424,0.003786008,0.001618674,0.003000848,0.008189193,0.002605817,0,0.003049814,0,0,0.001531785,0.001123666,0.002427029,0.000119574,0,0,5.4603E-05,0.001061071,0,0.002984695,0.003375966,0.000844034,0.000714669,0.004943503,0,0.001924759
s__Bacteroides_nordii,0.0000389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99536E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0639E-05,0,0,0,0,0,0,0,0,0,0,0,0,6.87616E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_plebeius,0.022533023,0.000247148,0.319275455,0.000298023,0.000578815,0.021037161,0.020609803,0.02182101,0.000272963,0.041201049,0.064661803,0.091375562,0.191221694,0.000426237,0.000196002,0.00038165,0.005827272,0.081794447,0.005291571,0.046722535,0.000138504,0.060699865,0.144736127,0.122254148,0.00029513,0.000566198,0.193524965,0.051659013,0.195362837,0.000266756,0.000266397,0.022741069,0.000270908,0.011092213,0.000148771,0.18589476,0.053317394,0.0000979,0,0.108010128,0.054608043,0.0000878,0.0000378,0.091321321,0.03270729,0.102988197,0.076730122,0.0000453,0.0000447,0.06557852,0.079118029,0.066338529,0.006912862,0.034258671,0.234538457,0.057028682,0.142049715,0.145896819,0.251670246,0.206013056,0.002811176,0.058934938,0.07570232,0.146413631,0.036007229,0.029197286,0.122064057,0.101452986,0.015754289,0.003832973,0.01968683,0.099359372,0.088187942,0.081346241,0.000148754,0,0.012435656,0.03563668,0.034902933,0.206166634,0.000272963,0.019471395,0.23565567,6.35465E-05,3.17329E-05,0.122270481,0.068642531,0.129731326,0.017984804,3.07664E-05,0.222511567,0.000142951,0.190428619,0.198283592,0.040909201,0.16712548,0.13880538,0.000120656,0.143625239,0.000130727,5.34217E-05,0.173500573,0.069130352,0.030736589,0.016325521,0.079576134,9.95942E-05,3.54912E-05,2.37648E-05,0.070337654,0.00444664,0.4345018,0.002776164,0.056128239,0.015600316,0.102237267,0.007836457,0.149749912,0.267300925,0.000114194,0.033591897,0.078546502,0.076806711,0.000149869,0.013298663,0.372463261,0.079835179,0.066958914,0.019195251,0.060390065,0.043090788,0.000523878,0.088532609,0.023726794,0.000237,0.109109029,0.00463966,0.058583673,0.07704638,0.022187533,0.252291122,0.016401956,0.054170172,0.062455215,0.00040366,0.000280182,0.242353156,0.031475623,0.004690248,0.046547427,0.137695473,0.034844096,0.031052254,0.106306444,0.03148109,0.168968318,0.056590986,0.000389156,0.149971596,0.030380393,0.114364193,0.048348981,0.143489179,0.025262699,0.000474608,0.039368789,0.075453902,0.108120314,0.073029783,0.034603649,0.031651293,0.060806384,0.046786723,0.002897244,0.053310003
s__Bacteroides_stercoris,0.001709402,0.000247148,0.046153142,0.172025564,0.094925719,0.006424522,0.00293323,0.017849832,0.000318457,0.001214654,0.061882785,0.002869981,0.0000621,0.022353777,0.000228668,0.056026258,0.054334284,0.011621243,0.00245871,0.000918379,0.552077562,0.092866756,0.003152345,0.183937344,0.001082145,0.000283099,0.000341691,0.0000741,0.032732916,0.0000667,0.0000533,0.000140089,0.06350865,0.076462323,0.00055789,0.00057124,0,0.0000489,0,0.00028772,0.00880144,0.0000878,0.003519794,0.00003,0.000338741,0.000118423,0.0000344,0,0,0.006953834,0.002853437,0.000710965,0.0000606,0.008052554,0.003035395,0.007730804,0.00317204,0.000801925,0.000238607,0.010542769,0.000129747,0.000631313,0.011421472,0.028109377,0.001112192,0.000563111,0.00658363,0.000640082,0.000654481,0.088970058,0.002014164,0.006406282,0.048102514,0.019849263,0.013982893,0.135316419,0.000101932,0.001086484,0.002065262,0.012307494,3.41204E-05,0.006657745,0.019003954,0,0,0,0.00013734,0.003188663,3.20585E-05,0,0.006674589,0,0,2.5618E-05,0.000968265,0.04865557,0.007318038,0,0,0,2.67108E-05,0,2.92368E-05,0,0.016912992,0,2.48985E-05,0,0.147579553,0.000227029,0.021903821,0,0,0.017448458,0.103080569,0,0.007359455,0,0,0,0.010128854,0,0.002337895,0,0.0051263,0.123804525,0.00149369,0.029052776,0.000659631,0.00028424,0.000281639,0.000125731,0.00125,0.008211485,0.269646278,0.000199322,0.012998715,0.015706915,0.007086664,0.001540223,0.000598369,4.32769E-05,0.000120178,8.5987E-05,0.000134553,0.072878401,6.0931E-05,8.11227E-05,0,0,0.002139918,0.000170387,0,7.65345E-05,0,0,0.004405286,0,0.001136148,8.50991E-05,0.000436981,0.000383215,0.000119574,0.001306691,0,0,0,0.006774456,0.000127008,0.000129845,0,0.000119111,0.000264831,0.002253412,0.001399825
s__Bacteroides_thetaiotaomicron,0.00042735,0,0.000503156,0,0,0.006550493,0.000617522,0.0002047,0,0.000874551,0.006302417,0.000029,0,0.001041913,0,0.0000763,0,0.0000955,0.000213801,0.0000574,0,0.0000336,0.003206696,0,0.0000328,0,0,0,0,0,0,0,0.000619219,0,0.0000372,0.0000439,0.003275553,0.000146807,0.000349668,0.001553689,0.00172117,0,0.006434032,0,0.002709925,0.003789524,0.003745447,0.0000453,0.0000447,0.000676067,0.0000371,0.001093793,0.000909587,0,0,0.005564685,0.005305958,0.000106923,0,0.002237274,0,0,0.006692582,0,0,0.005490329,0,0.002560328,0.004254126,0.000135281,0.000129946,0,0,0.001169515,0,0.001603966,0,0.000217297,0.000413052,0,0,0.000368016,0,0,0,0.000449304,0.000247212,0,0,3.07664E-05,0,0,0.001474716,0,0.002638522,0,0.000197785,0,3.09004E-05,0,0,0.000859544,0.004283187,0.000458755,0.000185517,0,0,0,0,0.001589202,0,0,0.000387372,0,0,0,0.000204429,0,0,0,0,0,0.00385065,0,0.003120357,0,0.000412053,0,0.000461741,0.000677803,0.004103885,0.000125731,0.005815217,4.25466E-05,0,0.011999203,0.000747714,0.000520097,0.008246683,6.24415E-05,0,0.000476046,0.003965869,0.001404454,0,0,3.04655E-05,0.000648982,0,0.000219909,0.001234568,0.000170387,0.000521887,0.00390326,0.00056342,0,0.001016605,0.048839019,0,0.000255297,6.24259E-05,0.000894169,0.000478297,5.44455E-05,0,0.000109206,0.000235793,0,0.002032133,0.001752905,0.000180865,0.000297779,0.002383475,0,0.000466608
s__Bacteroides_uniformis,0.001320901,0.0000412,0.000914829,0.0000662,0.038973567,0.025026244,0.001235044,0.002988619,0.32155043,0.000923137,0.002630142,0.000173938,0,0.064551267,0.000130668,0,0.0000804,0.000445746,0.007964081,0.0000574,0.035503232,0.026244953,0.008859177,0.008573547,0.000688637,0.000220188,0.0000854,0.000111095,0.010910972,0.01207069,0,0,0.038314176,0.000147896,0.0000744,0.000109854,0.0000478,0.0000489,0,0.001093336,0.052808637,0,0.001135417,0.0000601,0.00052693,0,0,0.0000453,0,0.042978559,0,0.000218759,0.000242557,0.002048457,0.0000542,0.013818345,0.013149547,0.0000535,0.001193033,0.0000613,0.0000865,0,0.020318198,0.000306091,0.000231707,0.000337866,0,0.000320041,0.000841475,0,0.000324865,0.0000827,0,0.022220778,0.022982521,0.086128123,0.000815453,0.007659713,0.027812199,0.00383401,0,0.052358648,3.32237E-05,0,0,2.99536E-05,0.001483272,0,9.61754E-05,0,5.05651E-05,2.85902E-05,0,2.5618E-05,0.002662729,0,0.001582278,0,0.024349546,0,0,6.36699E-05,1.46184E-05,0,0.000772989,6.74946E-05,2.48985E-05,0,2.37648E-05,0.000288946,0,4.93024E-05,0,0,0,0,0,0,0,0.022610483,0,0,0.006119783,0,0.020950966,0,0,8.5955E-05,0,8.74585E-05,8.04683E-05,0,0.000543478,0.000950206,9.87498E-05,5.97967E-05,0.041987001,0.000124823,0.018771223,0.002310334,0.000566876,4.32769E-05,3.00445E-05,0.00037261,0,0.02848515,6.0931E-05,0.000162245,0,0,0.011522634,0.000170387,0,0,0,0,0.016180956,0.037942664,0.007258726,8.50991E-05,0,0.000319346,0,0.011161322,0,0,0,0,0,0.001168604,0,0,0.000706215,0,0.001458151
s__Bacteroides_vulgatus,0.001670552,0.000288339,0.000594639,0.443392165,0.566660235,0.023598572,0.004052489,0.016826333,0.000636914,0.000825964,0.047144062,0.001478475,0.028857205,0.048070092,0.00042467,0.405541562,0.185789495,0.042091187,0.001496606,0.001262771,0.252723915,0.323351279,0.014511658,0.09180647,0.002361043,0.000314554,0.000555247,0.00048141,0.061468278,0.000333444,0.000266397,0.000326874,0.082665738,0.354655032,0.001599286,0.003757003,0.000263001,0.000146807,0.034766971,0.000172632,0.089383508,0.24436932,0.101317084,0.00003,0.00892017,0.002131607,0.000137448,0.0000906,0.000178915,0.000193162,0.00077821,0.002461034,0.10818022,0.068164159,0.001029866,0.020727517,0.016090893,0.01368618,0.582438559,0.053357443,0.000432489,0.001336898,0.02055865,0.023518008,0.002965846,0.000985444,0.012010676,0.001984254,0.000934973,0.464556277,0.012214931,0.009588758,0.000657138,0.045611071,0.519077724,0,0.000101932,0.001303781,0.039308826,0.039886591,0.000341204,0.005219137,0.031662181,0.000222413,9.51988E-05,8.98607E-05,0.05452398,0.00253912,9.61754E-05,6.15328E-05,0.024372361,0,0.008658009,0.000204944,0.006559996,0.066837388,0.035996835,0.687948152,0.170724924,0.000261455,0.09124419,6.36699E-05,7.30919E-05,8.60166E-05,0.11202152,0.000168737,0.000199188,7.09824E-05,0.144656479,0.000123834,0.044905578,9.86047E-05,0.006714443,0.387034235,0.150803054,0.060083567,0.008926746,0,0,0,0.364125906,0,0.012789658,0.000299738,0.012332838,0,0.034612413,0.059051057,0.02025066,0.000306105,0.019754974,0.000419103,0.000407609,0.013331253,0.000237,0.106398246,0.157307464,0.11234085,0.012380571,0.00670205,0.003149309,0.000735708,9.01334E-05,0.000429935,0.000134553,0.324699583,0.000578845,0,9.77135E-05,7.3303E-05,0.001728395,0.000170387,0,0.000306138,0.000211282,8.12348E-05,0.000423585,0.553573745,0.005238907,0.001361586,0.003495849,0.005173405,0.003108932,0.000490009,0.204259611,0.000163809,0.003477953,0.00252913,0,0,0.000120576,0.000297779,0.000264831,0.000836982,0.000874891
s__Bacteroides_xylanisolvens,0.00034965,0,0,0.001490116,0,0.010035692,0.000810498,0.0002047,0,0.001408998,0.008833309,0,0,0.001420791,0.0000327,0,0.0000402,0.0000318,0.000694853,0.0000574,0,0.011776581,0.004239361,0,0,0,0,0,0.002304473,0,0,0,0.000154805,0.000221844,0.0000372,0,0.002367005,0,0.00019981,0.009609852,0.02214051,0,0.026530921,0,0.019910422,0.012710694,0.011957941,0,0,0.005988024,0,0.000929724,0.000909587,0,0,0.003996116,0.005363631,0.000106923,0.000119303,0.004106776,0,0.0000371,0.006171603,0.00010203,0,0.00850297,0.000089,0.004352557,0.006685054,0.000315657,0.000065,0.0000413,0,0.009745955,0,0.001749781,0.000254829,0.006410256,0.009775575,0,0,0.004516561,0,0,0,0.006110529,0.0034335,0,0,0,0,2.85902E-05,0.016816517,0,0.024545521,0,0,0,0,0,2.67108E-05,0.010314529,0.034864853,0.003096597,0.002906437,0,4.97971E-05,3.54912E-05,0,0.012094444,0.00016469,0,0.006004261,0,0,0.000105781,0,0,0,0,0,0.000110785,0.014921268,0,0.002600297,0,0.005820242,0,0.001583113,0.000874585,0.004445875,4.19103E-05,0.006086957,0,1.975E-05,0.001375324,0.000575164,0.000499293,0.009469977,0.00043709,0,0.001038646,0.005167648,0.000974519,3.36383E-05,0.000124525,3.04655E-05,0.004218382,0,0.003078727,0.011687243,0.005111603,0.006523583,0.018368284,0.005986337,0,0.008556422,0,0,0.005361246,0.001685498,0.004023759,0.000597872,0,0,0.000273015,0.000825277,9.03261E-05,0.011557757,0.016295527,0.002170374,0.000714669,0.011299435,0.000257533,0.00530767
s__Bifidobacterium_adolescentis,0.005128205,0,0.000869088,0,0,0,0,0,0,0,0.0000496,0.000029,0,0,0.0000327,0,0,0.000382068,0,0,0.0000462,0,0,0,0,0,0,0.000037,0,0,0.0000533,0,0,0,0,0.000022,0.0000717,0,0.000149858,0,0.0000391,0,0.0000378,0,0,0.0000395,0.0000344,0,0,0,0,0,0,0,0,0.000634897,0,0,0,0,0,0,0,0,0,0.0000282,0,0,0,0,0,0,0,3.24865E-05,0,0,0,5.43242E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85902E-05,0,0,0,0,0,0,0.000123602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14931E-05,8.65539E-05,6.00889E-05,2.86623E-05,6.72766E-05,3.11313E-05,3.04655E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bifidobacterium_animalis,0.0000389,0,0.0000457,0,0,0,0,0,0,0.0000972,0,0,0,0,0.0000327,0,0,0,0.0000535,0.0000574,0,0.012146703,0,0,0,0,0.0000427,0,0.001034661,0.0000667,0,0.0000467,0,0,0,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005774263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000332355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000324491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35042E-05,0,0,0,8.82768E-05,0,0
s__Bifidobacterium_dentium,0.0003108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bifidobacterium_gallinarum,0.001515152,0.0000412,0,0,0.0000965,0,0,0.0008188,0,0,0.000843631,0.000492825,0,0,0,0,0,0,0.000534502,0.002066353,0.002354571,0.000538358,0,0,0,0,0.0000854,0,0.02718337,0,0,0,0,0,0.002119984,0,0,0,0,0,0.004224691,0,0.000264931,0,0,0,0,0,0,0,0,0,0,0.0000706,0,0.000709591,0,0,0,0.000245181,0,0.000111408,0.000320603,0.000561167,0.0000927,0.000112622,0,0,0.004815109,0,0,0.00095061,0,0,0.002677575,0,0.000254829,0,0,0.000128874,0,0,0,0,0.000666392,0,0,0.000295247,0,0,0,0,0,0,9.68265E-05,0,3.9557E-05,0.000293023,0.000339905,0,0,0,0,0,0.000216437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044314,0,0,0,0,0,0,0,0.004613434,6.03512E-05,4.19103E-05,1.3587E-05,0.000141822,3.94999E-05,3.98645E-05,0.00947104,0.000228842,6.32738E-05,0.00027058,0.000188959,0.000389492,0,0,0,0.00046697,0,0,9.77135E-05,0,0,0,0,0,0,0,8.4717E-05,0,0,0,6.24259E-05,6.38692E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bifidobacterium_longum,0.001592852,0,0,0,0.000192938,0,0,0,0,0,0,0,0,0,0.000098,0,0,0.0000318,0.0000535,0,0.0000462,0.000605653,0,0,0,0,0.0000427,0.000037,0,0.100033344,0,0.0000467,0,0,0.000185963,0.000615182,0.000956366,0,0.000149858,0.0000575,0.000117353,0,0.0000757,0,0,0,0,0,0,0,0,0,0,0,0.0000542,0.000112041,0.0000577,0,0,0,0,0,0,0,0.0000927,0,0,0,0,0,0,0.000909279,0.0000329,0,0,0,0,0,0,0.00022553,3.41204E-05,0,0,0,0,0,0,5.90493E-05,0,0,0.03544611,2.85902E-05,0,0,2.42066E-05,0.016357234,7.91139E-05,0.000379206,0,0,0,0,1.46184E-05,0,3.09195E-05,0,2.48985E-05,0,2.37648E-05,4.1278E-05,0,0,0,0,0,0,0,0,0,0,0,0.000498532,6.87616E-05,0,0,0,0,0,0,0,0,2.09551E-05,0,1.41822E-05,0,0,0,2.08039E-05,0,0,6.29862E-05,0,0,0,0.00020183,3.11313E-05,0,0,0,0,0,0,0,0,0,0.021608448,0,6.48593E-05,0,0,0,0.011688063,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bifidobacterium_pseudocatenulatum,0.0000389,0,0,0.0000331,0.002990546,0,0.0000772,0,0,0.0000486,0,0.001594434,0,0,0.0000653,0.0000763,0,0,0.001015554,0,0,0.0000336,0,0.0000463,0,0,0.0000854,0.000444379,0,0,0,0.0000467,0.000116104,0,0.000111578,0.001801604,0.0000478,0,0.000299715,0,0.001447348,0,0.0000378,0.00003,0,0.0000395,0.0000344,0.0000453,0,0,0,0,0.0000606,0,0.0000542,0.0000373,0,0,0.0000597,0.0000306,0.0000865,0,0.0000401,0,0,0,0,0,0.002103688,0.0000902,0.000129946,0.000247985,0,3.24865E-05,0.032502789,0,0,0,0,6.44371E-05,0,0,3.32237E-05,9.53198E-05,0,0,0,2.95247E-05,6.41169E-05,3.07664E-05,2.52825E-05,2.85902E-05,0,2.5618E-05,0,3.20102E-05,0.000118671,1.72366E-05,3.09004E-05,3.26819E-05,2.67108E-05,0,2.92368E-05,0,6.18391E-05,0,2.48985E-05,0,2.37648E-05,2.0639E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09551E-05,2.71739E-05,0.001162939,0,1.99322E-05,0,2.08039E-05,0,0,0.000314931,0.001168477,0,0,6.72766E-05,0.000155657,3.04655E-05,0,0.000488568,0,0,0,0,0,0,0.000243704,0,0,0,0,0.000561833,0,0,0,0,5.4603E-05,0,0,0,0,0,0,0,0,0
s__Bifidobacterium_pseudolongum,0.0003885,0.0000412,0.001417986,0.0000331,0.000289408,0,0.001968352,0.0000819,0.0000455,0.36483335,0.000297752,0.000115959,0.0000311,0.0000947,0.000163335,0.00022899,0,0.000254712,0.0000535,0.0000574,0,0.238324361,0.021414207,0.0000463,0,0.0000629,0.0000854,0.0000741,0.013309505,0.0000667,0.000159838,0,0.0000774,0,0.000260349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000741,0.000218759,0.0000606,0.0000706,0.000325221,0,0.000115347,0.000106923,0.000238607,0.0000306,0.0000865,0.000111408,0.0000802,0.000051,0.0000927,0,0,0.000064,0.0000935,0.000135281,0.000324865,0.0000413,0.0000329,0,0,0,0,0,0,0,0,0,0,0,3.17329E-05,0,0,0,0,0,0,0.000142951,0,0,0,0,0,0,0,0,0,0,0,0.000286722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55938E-05,0,0,6.79348E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bilophila_wadsworthia,0.0000389,0,0,0,0.000192938,0,0,0,0,0,0.000248127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88421E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000371035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09551E-05,0,0,0,0,0,6.24116E-05,0,0,0,0,0,0,0,0,3.04655E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
